leg_x,leg_y,correlation,pair_bucket,corr_threshold_used,sector_x,sector_y
IWB,EZU,0.8448195428256181,Cross Sector,0.7,Broad Market,International
VEA,XLB,0.8447718662344419,Cross Sector,0.7,International,Materials
RSP,EZU,0.8447179089261587,Cross Sector,0.7,Broad Market,International
VTI,ITA,0.8446075112776592,Cross Sector,0.7,Broad Market,Industrials
IVE,KBE,0.8444864731815374,Cross Sector,0.7,Factor,Financials
IWB,IYT,0.8444196018276622,Cross Sector,0.7,Broad Market,Industrials
VBK,XLK,0.8443574199771571,Cross Sector,0.7,Factor,Technology
DIA,VGK,0.8443308147285239,Cross Sector,0.7,Broad Market,International
EEM,EWH,0.8439486146444399,Same Sector,0.7,International,International
EEM,EWT,0.843896225063287,Same Sector,0.7,International,International
VUG,XLI,0.8437155437725764,Cross Sector,0.7,Factor,Industrials
IJR,IAI,0.8436735143666786,Cross Sector,0.7,Broad Market,Financials
VOO,IAI,0.8436545122178747,Cross Sector,0.7,Broad Market,Financials
OEF,VHT,0.8434666511041425,Cross Sector,0.7,Broad Market,Health Care
VV,XLF,0.8433987672013276,Cross Sector,0.7,Broad Market,Financials
IWD,EZU,0.8432634822004587,Cross Sector,0.7,Factor,International
VOO,MOO,0.8429207202085275,Cross Sector,0.7,Broad Market,Commodities
IVW,EFA,0.8427501394074051,Cross Sector,0.7,Factor,International
VTI,EWN,0.8427476483247169,Cross Sector,0.7,Broad Market,International
DVY,IAI,0.8424008573553182,Cross Sector,0.7,Factor,Financials
SPY,FEZ,0.8423889383057684,Cross Sector,0.7,Broad Market,International
SPY,EWN,0.8419126910089929,Cross Sector,0.7,Broad Market,International
VTV,EWU,0.8418378912282144,Cross Sector,0.7,Factor,International
EWU,EWL,0.8418007875142354,Same Sector,0.7,International,International
VV,EZU,0.8417582057413525,Cross Sector,0.7,Broad Market,International
VB,QQQ,0.8417101313708781,Same Sector,0.7,Broad Market,Broad Market
VTI,FEZ,0.841608592125325,Cross Sector,0.7,Broad Market,International
VWO,EWS,0.8415178713183021,Same Sector,0.7,International,International
RSP,EWU,0.8414780231070363,Cross Sector,0.7,Broad Market,International
XLI,VEA,0.8414363548451381,Cross Sector,0.7,Industrials,International
VOO,XLV,0.841331972932701,Cross Sector,0.7,Broad Market,Health Care
OEF,VFH,0.8413099939304948,Cross Sector,0.7,Broad Market,Financials
VUG,SOXX,0.8411344469042056,Cross Sector,0.7,Factor,Technology
IJH,VGT,0.8410351560595541,Cross Sector,0.7,Broad Market,Technology
SPY,EPP,0.8410043601965187,Cross Sector,0.7,Broad Market,International
VYM,XLB,0.8409841506902791,Cross Sector,0.7,Factor,Materials
IWB,EWN,0.8409199453877245,Cross Sector,0.7,Broad Market,International
VYM,VUG,0.8408514824245151,Same Sector,0.7,Factor,Factor
IWF,SOXX,0.8407534002188445,Cross Sector,0.7,Factor,Technology
XLY,XLK,0.8406354485009578,Cross Sector,0.7,Consumer Discretionary,Technology
IJR,KRE,0.8403256146486766,Cross Sector,0.7,Broad Market,Financials
SCHG,SMH,0.8403037025377512,Cross Sector,0.7,Factor,Technology
IJR,XLY,0.8402835039884361,Cross Sector,0.7,Broad Market,Consumer Discretionary
VTV,IYT,0.8399999938285264,Cross Sector,0.7,Factor,Industrials
VOO,IYT,0.8399418115270207,Cross Sector,0.7,Broad Market,Industrials
VWO,EWT,0.839898533279902,Same Sector,0.7,International,International
IVV,FEZ,0.8397585552852539,Cross Sector,0.7,Broad Market,International
VGK,EWA,0.8397536645615721,Same Sector,0.7,International,International
IVV,IYT,0.8396352691077741,Cross Sector,0.7,Broad Market,Industrials
IWB,FEZ,0.8394369568322596,Cross Sector,0.7,Broad Market,International
XLY,VYM,0.8393237286265389,Cross Sector,0.7,Consumer Discretionary,Factor
IWD,KBE,0.8392928847702774,Cross Sector,0.7,Factor,Financials
SPYV,VGK,0.8392626819167197,Cross Sector,0.7,Factor,International
OEF,VGK,0.8390991154842408,Cross Sector,0.7,Broad Market,International
IVV,EWN,0.8390766942166983,Cross Sector,0.7,Broad Market,International
SPY,EWU,0.8389463135739416,Cross Sector,0.7,Broad Market,International
IJR,ITA,0.8388649043994713,Cross Sector,0.7,Broad Market,Industrials
VUG,VEA,0.838723828049807,Cross Sector,0.7,Factor,International
DIA,VHT,0.8386784630408978,Cross Sector,0.7,Broad Market,Health Care
IWB,ITA,0.8386283494487973,Cross Sector,0.7,Broad Market,Industrials
VGK,VWO,0.8386061046073264,Same Sector,0.7,International,International
VV,IYT,0.8385616132023723,Cross Sector,0.7,Broad Market,Industrials
IWM,SCHG,0.8385412779673793,Cross Sector,0.7,Broad Market,Factor
SCHV,VHT,0.8385126104640224,Cross Sector,0.7,Factor,Health Care
RSP,EPP,0.8382733746936467,Cross Sector,0.7,Broad Market,International
VTI,EPP,0.8381242139114828,Cross Sector,0.7,Broad Market,International
IWD,FEZ,0.8380448319462684,Cross Sector,0.7,Factor,International
VB,EFA,0.8379715970173365,Cross Sector,0.7,Broad Market,International
IJR,XRT,0.8376622668965461,Cross Sector,0.7,Broad Market,Consumer Discretionary
IWF,VEA,0.8376208584996228,Cross Sector,0.7,Factor,International
DVY,KBE,0.83756583825699,Cross Sector,0.7,Factor,Financials
SPYG,VEA,0.8375204243095822,Cross Sector,0.7,Factor,International
XLY,SCHV,0.8373359790881103,Cross Sector,0.7,Consumer Discretionary,Factor
DIA,XLF,0.8373161754877716,Cross Sector,0.7,Broad Market,Financials
RSP,FEZ,0.8372841315323897,Cross Sector,0.7,Broad Market,International
VGK,EEM,0.8372661785273975,Same Sector,0.7,International,International
VV,EWN,0.8372246745258236,Cross Sector,0.7,Broad Market,International
EPP,EZU,0.8371866755226601,Same Sector,0.7,International,International
IVE,EWU,0.8371385920551982,Cross Sector,0.7,Factor,International
IJH,QQQ,0.8369168564096896,Same Sector,0.7,Broad Market,Broad Market
SPYV,SCHG,0.8368908049691712,Same Sector,0.7,Factor,Factor
XLY,SPYV,0.8367302411827893,Cross Sector,0.7,Consumer Discretionary,Factor
MDY,VGT,0.8366578656402159,Cross Sector,0.7,Broad Market,Technology
VWO,EWH,0.8365213270223034,Same Sector,0.7,International,International
VV,FEZ,0.8364965680293572,Cross Sector,0.7,Broad Market,International
XLY,IYW,0.8364568332328394,Cross Sector,0.7,Consumer Discretionary,Technology
IVE,EZU,0.836413422714387,Cross Sector,0.7,Factor,International
IVV,EPP,0.8362561968728731,Cross Sector,0.7,Broad Market,International
VTV,SCHG,0.8360555901027957,Same Sector,0.7,Factor,Factor
VTV,EZU,0.8359306390264675,Cross Sector,0.7,Factor,International
SPYG,SOXX,0.8358597933517279,Cross Sector,0.7,Factor,Technology
IVV,ITA,0.8356312452963993,Cross Sector,0.7,Broad Market,Industrials
MOO,EWC,0.835481078290852,Cross Sector,0.7,Commodities,International
DIA,IAI,0.8354587399850055,Cross Sector,0.7,Broad Market,Financials
VTV,KBE,0.8352754179868376,Cross Sector,0.7,Factor,Financials
IWB,EPP,0.8352633738192875,Cross Sector,0.7,Broad Market,International
VUG,EFA,0.8352569676021387,Cross Sector,0.7,Factor,International
SPYV,ITA,0.8352045383893116,Cross Sector,0.7,Factor,Industrials
VBR,IVW,0.8350920439133557,Same Sector,0.7,Factor,Factor
IWD,EPP,0.8350919240853522,Cross Sector,0.7,Factor,International
VV,ITA,0.8349662656895162,Cross Sector,0.7,Broad Market,Industrials
VYM,IYT,0.8348497499673566,Cross Sector,0.7,Factor,Industrials
VBR,SPYG,0.8347098644124981,Same Sector,0.7,Factor,Factor
VV,EPP,0.8346881837051586,Cross Sector,0.7,Broad Market,International
EWU,EWI,0.8346848119062874,Same Sector,0.7,International,International
DVY,KRE,0.8346470770281373,Cross Sector,0.7,Factor,Financials
IVW,VHT,0.8345864676487534,Cross Sector,0.7,Factor,Health Care
EWC,XLB,0.8345046101584285,Cross Sector,0.7,International,Materials
IVV,EWU,0.8342692810958044,Cross Sector,0.7,Broad Market,International
VBR,VEA,0.8339923762931672,Cross Sector,0.7,Factor,International
VB,XLF,0.833920496642327,Cross Sector,0.7,Broad Market,Financials
VTI,EWU,0.8338750594197001,Cross Sector,0.7,Broad Market,International
IWF,EFA,0.8337436223793407,Cross Sector,0.7,Factor,International
MDY,QQQ,0.8334698643331933,Same Sector,0.7,Broad Market,Broad Market
IWD,EWQ,0.8331746398802126,Cross Sector,0.7,Factor,International
EFA,XLB,0.8331168105120491,Cross Sector,0.7,International,Materials
VBK,IYT,0.8330856125043158,Cross Sector,0.7,Factor,Industrials
SCHV,VGK,0.833034432925292,Cross Sector,0.7,Factor,International
MDY,XLF,0.833018604532505,Cross Sector,0.7,Broad Market,Financials
IJH,XLF,0.8329979830687589,Cross Sector,0.7,Broad Market,Financials
OEF,IAI,0.8329695673875775,Cross Sector,0.7,Broad Market,Financials
VBR,IWF,0.8328866517778467,Same Sector,0.7,Factor,Factor
SPY,ITA,0.8325863823177195,Cross Sector,0.7,Broad Market,Industrials
RSP,EWQ,0.8325216879337757,Cross Sector,0.7,Broad Market,International
VB,XRT,0.8324508139987035,Cross Sector,0.7,Broad Market,Consumer Discretionary
SPY,IYT,0.8324489718017662,Cross Sector,0.7,Broad Market,Industrials
IWM,ITA,0.8322140552910189,Cross Sector,0.7,Broad Market,Industrials
VYM,ITA,0.8321596666916586,Cross Sector,0.7,Factor,Industrials
OEF,XLF,0.8321284367804501,Cross Sector,0.7,Broad Market,Financials
IWB,EWU,0.8319735412302215,Cross Sector,0.7,Broad Market,International
VTI,EWQ,0.8314570889166292,Cross Sector,0.7,Broad Market,International
SPY,EWQ,0.8314233886004019,Cross Sector,0.7,Broad Market,International
VBR,VUG,0.8314107436421466,Same Sector,0.7,Factor,Factor
EPP,EWH,0.8313567015514539,Same Sector,0.7,International,International
DIA,EWU,0.8312611626883898,Cross Sector,0.7,Broad Market,International
VOO,VGK,0.831088207096664,Cross Sector,0.7,Broad Market,International
XLI,EFA,0.8308367742611718,Cross Sector,0.7,Industrials,International
SCHV,XLV,0.8307607553851135,Cross Sector,0.7,Factor,Health Care
EWU,EWA,0.8307099792822279,Same Sector,0.7,International,International
VFH,XLI,0.8305404703082229,Cross Sector,0.7,Financials,Industrials
VYM,VGK,0.8305323825377244,Cross Sector,0.7,Factor,International
IVV,EWQ,0.8304411977825875,Cross Sector,0.7,Broad Market,International
VTV,EPP,0.8304061736617642,Cross Sector,0.7,Factor,International
IJH,VGK,0.8303593657257587,Cross Sector,0.7,Broad Market,International
VTV,FEZ,0.8302846809471807,Cross Sector,0.7,Factor,International
XLY,XLI,0.8302357434416673,Cross Sector,0.7,Consumer Discretionary,Industrials
EWU,EWP,0.8302281051603072,Same Sector,0.7,International,International
SPYV,IYT,0.8300047291753588,Cross Sector,0.7,Factor,Industrials
XLY,XRT,0.8299538536766918,Same Sector,0.7,Consumer Discretionary,Consumer Discretionary
IVE,FEZ,0.8299471502188046,Cross Sector,0.7,Factor,International
RSP,IYW,0.8296734699765832,Cross Sector,0.7,Broad Market,Technology
IWM,XRT,0.8295629131511347,Cross Sector,0.7,Broad Market,Consumer Discretionary
SCHV,EWU,0.829526763835731,Cross Sector,0.7,Factor,International
MOO,VEA,0.8294880614125626,Cross Sector,0.7,Commodities,International
VTI,EWG,0.8294821391974899,Cross Sector,0.7,Broad Market,International
VBK,XLB,0.8294747409887029,Cross Sector,0.7,Factor,Materials
XLB,XME,0.8293282693131153,Same Sector,0.7,Materials,Materials
IJR,IWF,0.829319561524358,Cross Sector,0.7,Broad Market,Factor
IWB,EWQ,0.8292398955692618,Cross Sector,0.7,Broad Market,International
DIA,IYW,0.8292209656236016,Cross Sector,0.7,Broad Market,Technology
VBK,VEA,0.8291914847729591,Cross Sector,0.7,Factor,International
IWF,VHT,0.8291586174671148,Cross Sector,0.7,Factor,Health Care
SPYG,EFA,0.8291056049656318,Cross Sector,0.7,Factor,International
SCHV,KBE,0.8289480020997317,Cross Sector,0.7,Factor,Financials
IJR,IVW,0.8288898401370778,Cross Sector,0.7,Broad Market,Factor
VV,EWU,0.8286001226012865,Cross Sector,0.7,Broad Market,International
IWF,SMH,0.8285920563679047,Cross Sector,0.7,Factor,Technology
SPY,EWG,0.8284665811045732,Cross Sector,0.7,Broad Market,International
VYM,KBE,0.8284593842420697,Cross Sector,0.7,Factor,Financials
EPP,EWQ,0.8284186924501311,Same Sector,0.7,International,International
MDY,VGK,0.8282330805719433,Cross Sector,0.7,Broad Market,International
VTV,VHT,0.8280367875558315,Cross Sector,0.7,Factor,Health Care
IJR,SPYG,0.8278778932789782,Cross Sector,0.7,Broad Market,Factor
SCHV,EWC,0.8278525292497443,Cross Sector,0.7,Factor,International
IVV,EWG,0.8278325135781794,Cross Sector,0.7,Broad Market,International
DIA,EZU,0.8276375685701053,Cross Sector,0.7,Broad Market,International
IJR,VUG,0.8274745468635848,Cross Sector,0.7,Broad Market,Factor
IVW,SOXX,0.8274733245765367,Cross Sector,0.7,Factor,Technology
VTV,EWQ,0.8274244849093829,Cross Sector,0.7,Factor,International
IWB,EWG,0.8274225768051594,Cross Sector,0.7,Broad Market,International
VUG,SMH,0.827233992739187,Cross Sector,0.7,Factor,Technology
IVE,EPP,0.8272130148198489,Cross Sector,0.7,Factor,International
VV,EWQ,0.8265959505778788,Cross Sector,0.7,Broad Market,International
VTI,EEM,0.8261801922544215,Cross Sector,0.7,Broad Market,International
EPP,FEZ,0.8261687178655008,Same Sector,0.7,International,International
IWM,XLB,0.8261602425179099,Cross Sector,0.7,Broad Market,Materials
IVE,EWQ,0.8260848154270435,Cross Sector,0.7,Factor,International
IWM,VGT,0.8260293590483877,Cross Sector,0.7,Broad Market,Technology
VCSH,IGIB,0.8260160036877027,Same Sector,0.7,Fixed Income,Fixed Income
VB,XHB,0.8260025920612656,Cross Sector,0.7,Broad Market,Consumer Discretionary
MOO,EFA,0.8258676553761871,Cross Sector,0.7,Commodities,International
XRT,VBR,0.8257619330014212,Cross Sector,0.7,Consumer Discretionary,Factor
VBR,EFA,0.8257441762492258,Cross Sector,0.7,Factor,International
IWD,VHT,0.8256780384589358,Cross Sector,0.7,Factor,Health Care
SPY,EEM,0.8255368086926983,Cross Sector,0.7,Broad Market,International
IWB,EEM,0.8254110254272824,Cross Sector,0.7,Broad Market,International
EFA,EWC,0.8253537950940903,Same Sector,0.7,International,International
OEF,EWN,0.8250300205378313,Cross Sector,0.7,Broad Market,International
HYG,JNK,0.8247141232369002,Same Sector,0.7,Fixed Income,Fixed Income
OEF,EZU,0.82470261562475,Cross Sector,0.7,Broad Market,International
RSP,EWG,0.8243519638029445,Cross Sector,0.7,Broad Market,International
DIA,IYT,0.8243322410329768,Cross Sector,0.7,Broad Market,Industrials
VV,EWG,0.8242549511027188,Cross Sector,0.7,Broad Market,International
IJR,XLB,0.8242356820820408,Cross Sector,0.7,Broad Market,Materials
VUG,VHT,0.8237093000965876,Cross Sector,0.7,Factor,Health Care
SPYV,EWU,0.8235467103180375,Cross Sector,0.7,Factor,International
EWU,EEM,0.8232954857207427,Same Sector,0.7,International,International
IVV,EEM,0.8232170781895164,Cross Sector,0.7,Broad Market,International
DIA,FEZ,0.8232144820942019,Cross Sector,0.7,Broad Market,International
IWM,QQQ,0.8231693441235542,Same Sector,0.7,Broad Market,Broad Market
RSP,EWN,0.8231270082826293,Cross Sector,0.7,Broad Market,International
SPYG,VHT,0.8228029564539421,Cross Sector,0.7,Factor,Health Care
VV,EEM,0.8227641350940402,Cross Sector,0.7,Broad Market,International
VYM,EWU,0.822757060155748,Cross Sector,0.7,Factor,International
IJH,XRT,0.8225683091914539,Cross Sector,0.7,Broad Market,Consumer Discretionary
XHB,VBR,0.8224728425992991,Cross Sector,0.7,Consumer Discretionary,Factor
IWM,VEA,0.822294207409269,Cross Sector,0.7,Broad Market,International
VBK,IAI,0.8222821951140195,Cross Sector,0.7,Factor,Financials
DIA,EPP,0.822171951696848,Cross Sector,0.7,Broad Market,International
EZU,EEM,0.8220235323396856,Same Sector,0.7,International,International
SPYV,EZU,0.8219379513671493,Cross Sector,0.7,Factor,International
QQQ,IVE,0.8219314771034907,Cross Sector,0.7,Broad Market,Factor
VB,VGK,0.8219238426780106,Cross Sector,0.7,Broad Market,International
IVE,VHT,0.8218621517692053,Cross Sector,0.7,Factor,Health Care
VTI,VWO,0.8218134662534969,Cross Sector,0.7,Broad Market,International
EZU,VWO,0.8218003576146665,Same Sector,0.7,International,International
RSP,VHT,0.8215903859691212,Cross Sector,0.7,Broad Market,Health Care
EWU,VWO,0.8214488054944499,Same Sector,0.7,International,International
VB,IYW,0.8214116305493994,Cross Sector,0.7,Broad Market,Technology
SPY,VWO,0.8211308762156649,Cross Sector,0.7,Broad Market,International
IWB,VWO,0.8209428629713256,Cross Sector,0.7,Broad Market,International
IWD,EWG,0.8207991827339216,Cross Sector,0.7,Factor,International
SPY,XLV,0.8206708508675579,Cross Sector,0.7,Broad Market,Health Care
SPYG,SMH,0.8205184045491077,Cross Sector,0.7,Factor,Technology
OEF,XLB,0.8204876296086003,Cross Sector,0.7,Broad Market,Materials
MDY,XRT,0.8204799338852461,Cross Sector,0.7,Broad Market,Consumer Discretionary
RSP,EWC,0.820426228269069,Cross Sector,0.7,Broad Market,International
IVE,XLK,0.8202732187168743,Cross Sector,0.7,Factor,Technology
VYM,SCHG,0.8199695700540932,Same Sector,0.7,Factor,Factor
IAI,KRE,0.8198473067615649,Same Sector,0.7,Financials,Financials
IJH,XLK,0.8198422559278178,Cross Sector,0.7,Broad Market,Technology
OEF,FEZ,0.8198331220565199,Cross Sector,0.7,Broad Market,International
EWY,EWT,0.8198136120912574,Same Sector,0.7,International,International
IJH,XHB,0.8196402650259301,Cross Sector,0.7,Broad Market,Consumer Discretionary
VBK,EFA,0.8194202570651584,Cross Sector,0.7,Factor,International
IVV,XLV,0.81936564348532,Cross Sector,0.7,Broad Market,Health Care
VBR,IYR,0.8191182836889517,Cross Sector,0.7,Factor,Real Estate
VV,VWO,0.8191022365804175,Cross Sector,0.7,Broad Market,International
IWM,KRE,0.8189538204975902,Cross Sector,0.7,Broad Market,Financials
RSP,MOO,0.8189043556918018,Cross Sector,0.7,Broad Market,Commodities
VGK,XLB,0.8188044789427212,Cross Sector,0.7,International,Materials
IVE,VGT,0.8185292122899118,Cross Sector,0.7,Factor,Technology
SCHG,XLI,0.8184606736290049,Cross Sector,0.7,Factor,Industrials
IWD,KRE,0.8183719294214205,Cross Sector,0.7,Factor,Financials
IVW,VGK,0.818158075925323,Cross Sector,0.7,Factor,International
IVV,VWO,0.8181109542804479,Cross Sector,0.7,Broad Market,International
VB,XLK,0.8179622539189191,Cross Sector,0.7,Broad Market,Technology
IVE,KRE,0.817782333628282,Cross Sector,0.7,Factor,Financials
VFH,IYR,0.8177132301304744,Cross Sector,0.7,Financials,Real Estate
MDY,XLK,0.817643824565421,Cross Sector,0.7,Broad Market,Technology
SPYV,FEZ,0.8175132912040294,Cross Sector,0.7,Factor,International
IVW,EWN,0.8175121643497181,Cross Sector,0.7,Factor,International
VYM,VHT,0.8173997294350333,Cross Sector,0.7,Factor,Health Care
QQQ,IWD,0.817375180320688,Cross Sector,0.7,Broad Market,Factor
SPYV,KBE,0.8173378890884074,Cross Sector,0.7,Factor,Financials
IJH,IYW,0.817210138118395,Cross Sector,0.7,Broad Market,Technology
DIA,EWQ,0.8171856081098929,Cross Sector,0.7,Broad Market,International
EPP,EWY,0.8171282599527575,Same Sector,0.7,International,International
IWD,EWN,0.8169308332143062,Cross Sector,0.7,Factor,International
MOO,EPP,0.816865945431392,Cross Sector,0.7,Commodities,International
VOO,EWN,0.8168259339223662,Cross Sector,0.7,Broad Market,International
XLI,VGK,0.8168228269548578,Cross Sector,0.7,Industrials,International
IJR,XLF,0.8167208097732899,Cross Sector,0.7,Broad Market,Financials
SCHV,EPP,0.8167089436869371,Cross Sector,0.7,Factor,International
OEF,EPP,0.816685039756408,Cross Sector,0.7,Broad Market,International
IVW,SMH,0.8166804070798844,Cross Sector,0.7,Factor,Technology
VUG,EWN,0.8166588531273605,Cross Sector,0.7,Factor,International
VB,KRE,0.8161829566544105,Cross Sector,0.7,Broad Market,Financials
IWB,XLV,0.8161445971027751,Cross Sector,0.7,Broad Market,Health Care
VV,XLV,0.8161219131336439,Cross Sector,0.7,Broad Market,Health Care
DIA,XLV,0.8161026997131333,Cross Sector,0.7,Broad Market,Health Care
EEM,EWA,0.8159155232833676,Same Sector,0.7,International,International
SPYV,EWQ,0.8156955023051384,Cross Sector,0.7,Factor,International
IJH,MOO,0.8155925669545522,Cross Sector,0.7,Broad Market,Commodities
RSP,KBE,0.8155667545238356,Cross Sector,0.7,Broad Market,Financials
VWO,EWA,0.8155380023919258,Same Sector,0.7,International,International
VTI,XLV,0.8155114960893187,Cross Sector,0.7,Broad Market,Health Care
EPP,EWG,0.8153967527530478,Same Sector,0.7,International,International
VOO,EPP,0.8153533166762169,Cross Sector,0.7,Broad Market,International
IWD,VGT,0.815304678878819,Cross Sector,0.7,Factor,Technology
IWD,XLK,0.8152204017776747,Cross Sector,0.7,Factor,Technology
SCHG,VHT,0.81521094311824,Cross Sector,0.7,Factor,Health Care
VBR,VNQ,0.8151935491338493,Cross Sector,0.7,Factor,Real Estate
MDY,XHB,0.815006744823051,Cross Sector,0.7,Broad Market,Consumer Discretionary
IWM,EFA,0.8148952669614236,Cross Sector,0.7,Broad Market,International
IWD,EWC,0.8147228933324625,Cross Sector,0.7,Factor,International
SPY,EWA,0.8146408132708713,Cross Sector,0.7,Broad Market,International
RSP,EEM,0.8146223420352349,Cross Sector,0.7,Broad Market,International
VGK,EWC,0.8143887672328852,Same Sector,0.7,International,International
IJH,EZU,0.814361211259374,Cross Sector,0.7,Broad Market,International
IWM,XLF,0.8143380127967231,Cross Sector,0.7,Broad Market,Financials
EPP,EWN,0.8143021100414726,Same Sector,0.7,International,International
VTI,EWA,0.8142579609076633,Cross Sector,0.7,Broad Market,International
IVE,EWG,0.8142219109489317,Cross Sector,0.7,Factor,International
RSP,XHB,0.8141320086077888,Cross Sector,0.7,Broad Market,Consumer Discretionary
VTV,EWG,0.8139673876237464,Cross Sector,0.7,Factor,International
DIA,EWG,0.8139425573336966,Cross Sector,0.7,Broad Market,International
MDY,MOO,0.8138870244141571,Cross Sector,0.7,Broad Market,Commodities
VOO,SOXX,0.8138804887332001,Cross Sector,0.7,Broad Market,Technology
EZU,EWA,0.8137722154042554,Same Sector,0.7,International,International
VFH,VNQ,0.8134982077107367,Cross Sector,0.7,Financials,Real Estate
IAI,XLI,0.8134016262946702,Cross Sector,0.7,Financials,Industrials
MDY,IYW,0.8132140961322626,Cross Sector,0.7,Broad Market,Technology
VYM,EPP,0.8129916650489118,Cross Sector,0.7,Factor,International
VWO,EWZ,0.8129561035089262,Same Sector,0.7,International,International
VTI,EWC,0.8129266160645371,Cross Sector,0.7,Broad Market,International
RSP,EWA,0.8125710386885707,Cross Sector,0.7,Broad Market,International
IWD,EWA,0.8124302940184203,Cross Sector,0.7,Factor,International
RSP,IYR,0.8123233145381611,Cross Sector,0.7,Broad Market,Real Estate
XRT,VBK,0.8120836606969268,Cross Sector,0.7,Consumer Discretionary,Factor
VBK,ITA,0.8120565346050214,Cross Sector,0.7,Factor,Industrials
IWF,EWN,0.812017275543618,Cross Sector,0.7,Factor,International
VOO,EWC,0.8118760604770033,Cross Sector,0.7,Broad Market,International
VYM,EZU,0.8118700176880869,Cross Sector,0.7,Factor,International
MDY,EZU,0.8117966686469698,Cross Sector,0.7,Broad Market,International
VBR,VGK,0.8117324303781165,Cross Sector,0.7,Factor,International
DVY,ITA,0.8116875847695808,Cross Sector,0.7,Factor,Industrials
OEF,XLV,0.8115590124187692,Cross Sector,0.7,Broad Market,Health Care
VUG,VGK,0.8114826460240333,Cross Sector,0.7,Factor,International
VTI,SOXX,0.8112241918298994,Cross Sector,0.7,Broad Market,Technology
EFA,EWS,0.8112055738325068,Same Sector,0.7,International,International
MDY,EPP,0.8111827978551831,Cross Sector,0.7,Broad Market,International
VBK,DVY,0.8111619157414539,Same Sector,0.7,Factor,Factor
FEZ,EEM,0.811106143111549,Same Sector,0.7,International,International
IVW,XLB,0.8109631402447066,Cross Sector,0.7,Factor,Materials
IJH,KRE,0.8109317644541723,Cross Sector,0.7,Broad Market,Financials
EWU,EWC,0.8108759470117639,Same Sector,0.7,International,International
SPYV,EPP,0.810849486257954,Cross Sector,0.7,Factor,International
SCHV,EWA,0.8108109112991422,Cross Sector,0.7,Factor,International
VBK,SOXX,0.8107077482360261,Cross Sector,0.7,Factor,Technology
VTV,XLK,0.8106729878100557,Cross Sector,0.7,Factor,Technology
IWD,EEM,0.8106718247403387,Cross Sector,0.7,Factor,International
RSP,VWO,0.8106314148130536,Cross Sector,0.7,Broad Market,International
SCHG,VEA,0.8105694372717132,Cross Sector,0.7,Factor,International
MDY,EWU,0.8105395015639026,Cross Sector,0.7,Broad Market,International
FEZ,VWO,0.8102991261552074,Same Sector,0.7,International,International
QQQ,VTV,0.8102979707527522,Cross Sector,0.7,Broad Market,Factor
IWB,EWA,0.8102187069231356,Cross Sector,0.7,Broad Market,International
IJR,VEA,0.8097505488369228,Cross Sector,0.7,Broad Market,International
EPP,EWC,0.8097322142762284,Same Sector,0.7,International,International
IJH,EPP,0.8097229107940119,Cross Sector,0.7,Broad Market,International
VEA,EWS,0.8097186658117389,Same Sector,0.7,International,International
IWF,VGK,0.8096791670906808,Cross Sector,0.7,Factor,International
IJH,EWU,0.8096087060679313,Cross Sector,0.7,Broad Market,International
OEF,EWU,0.8095134790277377,Cross Sector,0.7,Broad Market,International
IWB,SOXX,0.8092318836152833,Cross Sector,0.7,Broad Market,Technology
SCHV,EZU,0.8092108257568557,Cross Sector,0.7,Factor,International
VTV,KRE,0.8091786631914487,Cross Sector,0.7,Factor,Financials
IVV,EWA,0.8091494001178062,Cross Sector,0.7,Broad Market,International
VTI,MOO,0.8090557068077033,Cross Sector,0.7,Broad Market,Commodities
VV,EWA,0.809006379773576,Cross Sector,0.7,Broad Market,International
SPYG,EWN,0.8089974199444304,Cross Sector,0.7,Factor,International
IWF,XLB,0.8087802381785343,Cross Sector,0.7,Factor,Materials
EEM,EWW,0.8086604209805847,Same Sector,0.7,International,International
SPYV,VHT,0.8084311954351427,Cross Sector,0.7,Factor,Health Care
VTV,VGT,0.8084123602595016,Cross Sector,0.7,Factor,Technology
VOO,EZU,0.8083142311401909,Cross Sector,0.7,Broad Market,International
SPYG,VGK,0.8081050866875985,Cross Sector,0.7,Factor,International
IVE,EWN,0.8080947512846242,Cross Sector,0.7,Factor,International
IJH,EWC,0.8079885219978298,Cross Sector,0.7,Broad Market,International
EWQ,VWO,0.8079328862531067,Same Sector,0.7,International,International
IWB,EWC,0.8078491797937115,Cross Sector,0.7,Broad Market,International
EEM,EWZ,0.8078444574391724,Same Sector,0.7,International,International
XLY,IYT,0.8078095772714757,Cross Sector,0.7,Consumer Discretionary,Industrials
SPYG,XLB,0.8076331842125204,Cross Sector,0.7,Factor,Materials
OEF,EWQ,0.807633160580189,Cross Sector,0.7,Broad Market,International
IWD,VWO,0.8074993374093797,Cross Sector,0.7,Factor,International
DIA,EWN,0.8074806854271014,Cross Sector,0.7,Broad Market,International
VTV,EWN,0.807358698940246,Cross Sector,0.7,Factor,International
DVY,IYT,0.8073304144854921,Cross Sector,0.7,Factor,Industrials
MDY,KRE,0.8072462641824683,Cross Sector,0.7,Broad Market,Financials
OEF,EWG,0.8070762788186435,Cross Sector,0.7,Broad Market,International
OEF,IYT,0.807022991886339,Cross Sector,0.7,Broad Market,Industrials
XLF,XLI,0.8069856722872146,Cross Sector,0.7,Financials,Industrials
VV,SOXX,0.8069298986835084,Cross Sector,0.7,Broad Market,Technology
